steps,calories_burned,sleep_hours,heart_rate_avg,cluster
8975,3150.65,6.8,149,0
3286,2072.77,5.1,156,3
7419,1838.36,7.0,174,0
21327,2540.59,4.3,169,3
16946,3510.04,5.1,89,2
26567,2555.63,7.7,178,0
4103,2661.42,8.4,151,0
5168,2679.25,2.6,110,1
23495,1858.96,1.4,65,2
20480,3678.27,3.2,75,2
19633,3536.84,2.9,150,3
25488,2225.85,2.6,147,3
22923,2992.0,10.4,142,0
3732,3308.69,4.0,155,3
8693,3850.8,6.1,127,1
10415,1894.35,6.8,67,1
1778,3643.24,11.1,159,0
23695,3561.08,11.4,161,0
21166,1913.5,2.4,115,3
11346,2783.07,4.3,115,1
13145,2276.2,11.9,127,0
6859,3007.4,10.6,105,1
24109,2473.97,10.0,143,0
3573,3203.51,3.5,113,1
24869,1793.7,7.8,95,2
23815,2426.07,7.0,76,2
23922,2622.45,4.1,172,3
28509,2741.65,10.6,172,0
12395,3594.62,6.6,120,1
11884,2087.69,4.9,170,3
22464,3636.58,4.0,104,2
25014,2617.78,8.1,121,2
11199,2767.95,3.6,176,3
29536,3098.4,8.2,101,2
28596,3038.8,5.6,123,2
22618,3957.19,4.3,137,3
29869,2124.81,6.8,84,2
11047,2289.28,3.1,148,3
22974,3304.92,1.0,169,3
21968,1589.76,1.4,125,3
28420,3622.72,11.0,67,2
7358,2183.34,7.3,149,0
12208,3211.55,9.1,161,0
4315,1978.64,2.6,97,1
17651,1941.75,10.3,78,2
15493,3012.76,7.7,148,0
27892,1717.77,5.5,157,3
11964,3353.54,9.1,77,1
11256,1830.39,10.6,99,0
13070,3993.74,11.3,86,1
29876,2323.62,10.0,135,2
26739,2349.88,3.1,165,3
7091,3618.88,4.0,84,1
11638,2401.05,1.3,129,3
16080,2380.56,5.1,161,3
29960,3548.98,7.0,157,0
23965,2157.08,4.1,158,3
16618,2818.11,8.9,78,2
28586,2630.06,5.4,86,2
22444,2648.86,11.1,63,2
25602,3030.7,6.5,86,2
8822,2787.96,6.7,60,1
11900,2423.17,6.6,165,0
17461,3697.3,9.2,61,2
29548,1716.22,0.8,108,2
7564,2300.67,4.7,161,3
5801,2621.47,9.6,61,1
8123,3125.47,5.8,137,0
24782,2868.0,4.0,173,3
8550,1827.14,0.4,118,3
25847,3774.78,1.9,122,3
22545,2343.27,9.3,62,2
5470,3717.72,1.0,148,3
19456,3444.04,1.2,61,2
11361,3088.46,10.4,157,0
24452,2610.71,1.8,67,2
26476,3878.95,2.2,135,3
17412,3281.03,5.5,73,2
1832,3388.4,0.9,82,1
22212,3444.15,1.4,154,3
24899,3751.79,11.1,158,0
7339,2918.13,9.1,131,0
8241,2657.25,10.5,148,0
22002,1748.95,2.8,72,2
3693,3814.85,0.1,84,1
12119,2885.8,6.6,92,1
10360,3066.13,4.8,99,1
25146,1602.14,8.2,97,2
15367,1897.23,5.6,179,3
25144,3312.21,10.6,69,2
9772,3450.4,11.5,82,1
28990,2466.38,10.9,122,2
27326,2927.02,9.0,156,0
17361,3250.0,3.7,112,3
14449,2042.91,3.8,102,1
18268,2392.46,3.1,77,2
8934,2372.58,6.3,71,1
9591,2145.14,2.4,133,3
23081,2281.27,4.7,117,2
4854,2919.43,4.8,154,3
26661,3649.04,0.5,72,2
527,1555.04,3.8,157,3
27435,1762.72,2.6,96,2
20802,2938.94,8.1,110,2
380,3433.21,10.1,71,1
5229,2437.21,0.7,178,3
4512,3666.66,6.0,119,1
18957,1793.84,9.9,125,0
9379,2413.05,9.2,88,1
28521,3929.81,9.1,139,0
24591,3499.75,10.5,151,0
5748,1671.95,10.7,117,0
2084,2284.22,11.4,83,1
26163,3436.06,11.5,66,2
28141,3379.6,11.8,173,0
7979,1641.75,10.3,133,0
27221,2234.35,8.6,138,0
24108,2609.76,7.7,100,2
16370,3810.47,9.5,85,2
16787,2257.95,3.5,147,3
7554,3703.21,3.2,96,1
14686,2620.69,4.5,177,3
4687,1715.04,8.7,74,1
9555,2451.92,9.0,116,0
21260,3727.52,7.4,84,2
15459,3499.94,3.7,160,3
5246,1675.68,9.9,140,0
7442,1668.53,10.3,82,1
22197,2473.66,7.1,154,0
25060,1826.1,5.9,71,2
12857,3983.17,6.5,165,0
9426,1908.21,2.1,93,1
7934,1567.28,5.6,96,1
3551,2265.69,11.0,153,0
8095,2809.92,9.5,146,0
763,3098.96,6.9,166,0
20625,1845.28,7.7,106,2
3559,2269.42,1.8,116,1
9150,3331.93,3.3,178,3
26885,2275.96,0.5,102,2
23425,3789.11,0.9,165,3
9632,2469.91,1.0,144,3
18574,1942.22,0.6,151,3
15945,3135.05,6.0,107,2
24588,1611.39,6.9,178,0
12491,3488.57,9.0,135,0
21711,2246.37,4.2,72,2
22434,2577.54,3.3,131,3
21680,2740.9,4.6,145,3
48,3842.84,11.9,176,0
9070,2992.59,2.6,116,1
26462,2068.59,0.3,71,2
6477,1843.23,11.2,118,0
7743,2372.13,0.5,123,3
3237,3344.86,8.1,95,1
18463,2168.63,7.1,111,2
9134,3908.01,7.9,96,1
3002,1949.1,3.3,148,3
17300,3197.51,7.5,87,2
17721,2015.86,1.3,167,3
7223,3021.28,11.5,166,0
24345,1533.57,3.4,170,3
19608,1731.72,3.7,68,2
8940,3860.61,10.0,143,0
29468,1600.91,9.6,161,0
29996,3720.0,2.0,135,3
11567,2764.36,11.5,89,1
12010,2560.37,5.4,66,1
9102,2767.08,7.8,151,0
6486,1768.2,2.6,105,1
8463,3612.34,4.2,119,1
13578,1890.0,0.1,104,3
4318,2574.28,11.6,102,1
15044,3213.65,7.5,68,2
11221,3309.96,10.9,149,0
14674,2722.27,10.0,72,2
22593,2382.9,11.2,98,2
3877,3626.58,1.5,73,1
20557,2331.19,10.3,106,2
18454,3840.25,5.7,166,3
24704,3852.87,3.7,132,3
10900,3962.61,0.4,169,3
1679,3391.5,1.9,155,3
12208,3843.67,2.7,159,3
28651,2126.31,10.9,65,2
3320,3228.61,9.4,99,1
24477,2847.37,11.0,100,2
7898,1664.4,9.1,66,1
9127,2419.96,0.4,125,3
868,2280.92,5.3,169,0
10583,1677.1,11.6,105,0
11930,2466.29,3.7,164,3
14395,2191.67,7.7,165,0
6188,2440.08,11.4,81,1
3470,1636.65,4.5,144,3
18903,1590.67,10.8,102,2
9195,3384.92,0.6,174,3
24373,3210.04,0.5,93,2
20365,1676.13,1.5,119,3
1573,1698.82,2.0,146,3
21654,1767.27,5.6,89,2
5078,1913.62,1.6,70,1
23546,2664.6,2.0,103,2
25200,2000.28,1.4,169,3
24988,2030.29,2.9,63,2
15700,3503.25,8.8,68,2
13021,2638.5,2.4,75,1
23828,2387.81,11.8,94,2
27703,2116.93,10.7,62,2
26386,1840.18,6.6,67,2
10332,2831.76,5.3,137,3
25461,2234.7,11.4,179,0
10497,2487.43,5.2,78,1
27884,1843.54,4.7,123,2
29313,3262.42,5.7,79,2
19222,2552.46,3.9,139,3
10290,2842.68,8.2,102,1
6214,2831.42,5.0,161,3
15703,1865.19,5.1,73,2
16805,2507.94,10.8,92,2
18498,2064.13,9.1,168,0
22548,3162.63,11.2,137,0
9855,3405.95,0.9,72,1
16226,2072.18,4.8,172,3
20821,1798.18,6.9,88,2
22859,1946.77,5.6,85,2
3368,2926.69,0.2,173,3
122,2353.52,5.7,171,0
8121,2770.35,11.1,75,1
7395,2301.58,11.1,132,0
23512,3190.61,9.1,78,2
13618,2787.37,8.5,143,0
6873,2738.21,0.9,87,1
18450,1501.59,2.9,158,3
13637,3940.75,2.9,114,3
23496,1974.59,4.6,161,3
23226,2974.2,4.2,113,2
5939,2292.63,0.2,79,1
3856,2464.21,4.7,169,3
7164,2356.84,7.3,89,1
22844,2225.84,4.6,159,3
26421,3359.39,8.2,178,0
20920,2751.76,2.3,62,2
23438,3913.7,11.3,131,0
23085,2916.06,5.7,72,2
12253,1937.31,2.1,86,1
24663,2650.03,9.1,106,2
9748,1906.49,4.0,144,3
4757,1869.09,7.2,145,0
6020,1747.92,0.9,63,1
23834,2389.73,10.7,61,2
13900,3860.71,6.2,135,0
10052,2375.57,7.1,117,1
18444,2521.57,8.0,163,0
25392,3426.28,1.3,84,2
557,2756.77,7.5,85,1
1642,1563.97,3.6,137,1
11639,1943.66,3.2,172,3
18111,2392.74,9.4,168,0
22599,1818.42,8.6,83,2
20416,3593.2,5.2,168,3
5525,2593.48,5.9,97,1
26852,3679.46,0.4,167,3
24354,1517.03,6.7,150,0
13734,1967.66,0.0,115,3
4131,2755.12,9.4,64,1
26939,3584.74,4.5,102,2
23322,2502.91,6.8,66,2
9449,2692.74,1.9,88,1
3191,2477.45,2.6,117,1
17207,2527.89,11.1,69,2
14829,3357.2,7.5,63,2
18041,3472.9,4.9,69,2
11188,2880.0,6.1,86,1
25524,3547.02,5.5,138,3
14541,2780.83,9.5,139,0
15093,2098.74,2.4,144,3
6502,1610.57,3.3,84,1
4303,3592.57,1.9,150,3
14976,2801.13,10.7,104,0
395,3774.66,1.1,113,1
26085,2597.76,8.6,128,2
27830,2032.69,2.2,166,3
9834,1567.44,7.2,126,0
27397,2463.74,3.5,171,3
13326,3871.5,5.3,106,1
10859,3877.17,9.4,82,1
27222,1521.93,6.2,109,2
17896,2283.08,7.5,147,0
18468,3019.4,0.8,98,3
22888,3662.18,5.6,144,3
7633,1861.9,11.6,120,0
3390,1660.4,2.3,119,1
7122,2338.64,6.6,87,1
21510,3611.53,10.3,155,0
21685,2328.33,10.4,81,2
26836,2169.03,7.3,61,2
23508,1913.69,5.5,89,2
23997,3049.58,1.1,77,2
23897,3100.38,11.9,110,2
1065,1822.1,3.5,101,1
7766,1847.01,8.8,103,1
23025,2601.76,1.3,140,3
25698,3412.16,4.9,162,3
28669,2155.36,8.5,167,0
11334,1669.53,9.9,145,0
19807,1808.29,4.6,61,2
9422,3836.53,3.0,83,1
16209,3370.63,1.6,146,3
15062,1554.72,4.0,110,3
8559,2663.26,1.7,105,1
18195,2791.06,8.8,63,2
9552,2068.54,2.8,104,1
15030,1571.6,6.8,158,0
15136,2392.61,7.1,149,0
24203,1780.79,11.3,88,2
3432,3928.23,9.2,170,0
3642,1710.1,7.2,95,1
26055,1654.81,9.9,112,2
4284,2760.16,11.9,117,0
1185,2836.19,10.3,129,0
25818,1665.94,8.5,95,2
4327,3415.05,9.2,85,1
26165,3227.93,8.5,114,2
10312,2052.53,4.3,112,1
9859,3980.51,3.5,67,1
8148,2609.47,10.3,103,1
2504,2717.8,11.6,177,0
26857,3604.38,6.3,164,3
16582,3991.5,0.7,62,2
17008,3571.64,1.8,149,3
3706,3557.11,2.4,94,1
15525,2569.45,10.7,128,0
21330,2685.67,10.3,141,0
28593,1693.32,6.8,154,0
11727,2205.0,5.6,137,3
15606,2947.5,4.0,102,2
24446,1843.31,2.5,61,2
23981,3988.9,10.8,103,2
24125,3426.09,2.3,138,3
12233,1994.67,7.3,93,1
27112,3844.7,0.3,172,3
9050,2927.01,6.8,170,0
312,2418.04,0.7,118,1
13974,1862.81,8.0,77,1
21819,1556.17,8.7,121,2
1213,2437.51,1.3,167,3
6451,3667.46,2.9,144,3
14877,1779.17,0.2,173,3
25608,2296.74,10.8,82,2
1420,3021.76,7.4,179,0
12869,2099.45,8.0,102,1
1365,3966.5,4.1,138,1
26653,3806.77,6.4,112,2
19739,2356.83,4.5,139,3
23832,3295.19,9.1,167,0
28463,2896.64,1.2,100,2
361,3692.16,2.6,72,1
10839,1513.76,6.5,69,1
28365,2121.13,4.8,78,2
15225,2423.65,1.5,168,3
18015,3783.14,5.0,174,3
28571,2602.26,3.2,157,3
2090,2482.68,4.3,133,1
24412,2899.64,11.4,84,2
14449,2368.81,9.6,117,0
2997,3017.2,3.5,162,3
10207,2617.9,5.3,141,3
9803,3511.86,5.2,175,3
2110,3988.28,4.1,145,3
11789,3123.48,4.6,174,3
100,2081.12,7.1,111,1
17753,2521.46,9.7,93,2
15463,2613.93,0.8,104,3
114,1786.39,9.4,84,1
8235,3712.79,9.0,151,0
24038,3032.14,4.8,140,3
7005,3330.83,10.0,172,0
21067,3370.68,11.2,127,0
27963,1664.25,7.7,126,2
5408,2469.43,4.0,175,3
27074,1927.69,3.9,96,2
5053,2732.27,6.4,117,1
19567,3365.85,7.1,152,0
29192,3967.12,10.9,127,2
3897,1590.68,11.2,62,1
15850,1622.27,10.0,110,0
29862,3489.08,2.3,121,2
27518,2229.33,9.9,89,2
14011,2150.25,1.1,85,1
12536,1669.82,7.7,165,0
4423,1961.55,3.7,147,3
27657,2695.97,8.6,121,2
19007,3879.99,1.9,133,3
824,2363.49,2.7,149,3
6902,2950.86,11.6,149,0
12507,1999.57,11.7,60,1
10049,2206.36,9.2,147,0
6592,2121.77,5.6,77,1
24636,2902.25,9.1,158,0
29871,2577.6,5.6,73,2
15937,2574.52,10.0,124,0
17236,3678.17,11.3,158,0
3807,3947.56,3.8,93,1
1607,3746.85,0.9,118,1
25809,2868.54,9.0,77,2
6238,1649.05,4.6,136,3
2289,1591.12,9.2,138,0
12788,1629.76,6.7,106,1
21611,3227.29,2.0,69,2
2990,1781.78,5.8,87,1
409,3155.98,2.5,130,1
5020,1518.44,5.5,101,1
22900,2971.45,5.7,151,3
29090,3063.83,2.9,168,3
1858,3775.86,5.1,114,1
14725,2540.29,6.8,163,0
12448,3050.57,7.6,90,1
1578,3038.25,2.9,169,3
994,3783.74,2.2,96,1
14851,1813.18,7.5,157,0
24677,3587.21,2.5,97,2
28345,2072.45,7.2,174,0
26049,2856.72,8.0,73,2
7860,3962.47,1.2,161,3
8366,3725.1,1.4,160,3
2091,3518.11,2.4,157,3
11061,2858.29,9.9,143,0
20149,2876.96,6.6,176,0
21418,1730.43,0.7,89,2
5425,2278.12,11.7,63,1
3290,3523.91,3.1,119,1
19912,3350.19,3.8,101,2
24203,3797.66,1.5,109,2
17007,3632.88,0.3,70,2
24831,3556.15,0.2,133,3
12111,2358.69,0.7,92,1
15900,2946.56,6.9,101,2
3808,3348.22,9.6,63,1
14671,2968.7,4.3,171,3
5713,3450.16,4.5,98,1
4567,3992.22,11.6,94,1
28581,2854.4,3.4,167,3
13246,2289.98,9.8,71,1
5147,1888.32,8.0,163,0
12259,3914.07,2.5,115,3
22159,2581.59,2.8,112,2
28779,2029.69,6.5,115,2
4179,1590.94,8.6,141,0
6621,2722.8,1.8,64,1
16244,2978.92,3.9,168,3
5418,2037.37,6.1,129,1
29391,1886.49,4.2,131,2
23177,1743.17,11.0,70,2
8752,2356.01,3.6,159,3
27273,3716.73,8.1,62,2
25141,3651.69,7.4,150,0
22316,2506.38,6.2,71,2
28784,1945.61,0.4,140,3
5494,2677.82,7.0,174,0
18477,1720.26,2.6,79,2
7681,3233.25,8.5,114,1
4585,3999.94,3.7,98,1
29240,3746.58,9.7,83,2
15674,2892.48,0.3,67,1
3166,1902.42,3.8,113,1
18881,2570.75,8.1,92,2
12411,2880.1,2.4,179,3
26361,2419.44,7.1,167,0
2994,1657.08,1.8,63,1
29086,3647.66,5.7,126,2
17024,1702.7,8.3,147,0
27380,2255.12,8.4,115,2
23318,1835.05,6.3,140,3
18204,3937.57,11.2,81,2
3844,3902.89,6.0,130,1
3623,1754.4,10.4,112,1
23287,2527.7,3.8,160,3
4935,2153.71,6.9,146,0
457,2562.59,0.7,95,1
2712,3774.27,2.2,135,3
22333,2827.07,8.9,116,2
5136,2044.8,8.7,121,1
20236,3577.86,11.3,91,2
24833,3551.11,3.1,171,3
13993,3162.27,7.3,66,1
8184,3426.86,2.3,123,3
23935,3158.98,2.6,171,3
4131,1578.37,1.1,177,3
7936,1951.46,1.7,106,1
17571,3170.56,6.8,92,2
24269,2707.08,2.9,126,3
3139,2684.87,0.3,69,1
4220,2376.26,5.1,118,1
1871,2637.7,2.2,175,3
27883,3666.04,2.5,114,2
24008,1678.12,0.5,70,2
938,2182.06,1.1,146,3
14355,2637.51,10.2,78,2
3816,3298.57,9.2,165,0
25036,2480.53,8.1,165,0
24930,3847.72,0.9,81,2
28471,1555.24,0.6,77,2
344,3102.29,1.3,164,3
25410,2654.9,2.2,91,2
12798,3409.49,4.9,143,3
5455,2477.88,11.3,75,1
28280,2674.76,5.9,128,2
20626,3041.15,1.3,115,3
28761,1521.64,2.1,161,3
26680,3579.76,7.6,176,0
11342,2271.82,6.5,131,0
29366,2688.41,7.7,95,2
7505,3343.22,3.3,101,1
18219,1550.04,4.6,93,2
13226,2090.94,1.3,117,3
16664,3087.01,5.2,109,2
94,2637.18,3.7,94,1
7575,3922.63,6.6,135,0
19968,1561.86,9.4,167,0
2862,3137.2,1.5,141,3
29766,1866.3,8.0,153,0
29735,2148.17,6.7,123,2
18926,1640.47,1.6,177,3
19066,1860.37,0.6,142,3
17560,1918.73,11.3,77,2
7302,2831.55,1.4,162,3
28734,2228.15,9.4,61,2
15366,2465.7,11.2,137,0
18121,1855.85,7.6,81,2
12574,1714.96,7.0,79,1
25065,3059.1,0.1,142,3
21012,2752.64,8.2,157,0
23373,1754.54,9.8,158,0
27353,3350.36,9.0,122,2
6334,2880.58,10.0,61,1
10919,3032.39,6.8,90,1
2592,2689.55,7.5,177,0
16984,2925.73,10.1,149,0
3961,3618.81,10.4,125,0
2566,2280.87,7.7,75,1
26748,2659.02,4.8,122,2
11684,1652.51,6.5,132,0
4099,3181.38,8.3,151,0
23133,2615.29,4.8,147,3
10151,2099.02,4.9,119,1
13547,2721.28,3.3,161,3
5530,2275.78,6.5,61,1
18175,2318.57,0.4,138,3
19084,3596.51,6.6,170,0
14483,2225.24,5.9,90,1
4292,3457.06,7.7,90,1
26012,3851.25,2.8,137,3
1378,2034.82,4.9,97,1
28445,1780.11,4.5,108,2
10643,3720.33,3.3,70,1
26158,1688.0,3.2,157,3
23461,2502.71,6.5,118,2
27400,1943.6,6.9,62,2
17059,3796.02,1.8,67,2
20582,1757.93,3.7,154,3
25175,1603.69,5.9,117,2
20813,3376.21,11.8,75,2
25436,3688.92,8.2,155,0
9699,2660.06,10.3,82,1
17147,2712.96,11.0,156,0
4262,1873.33,8.0,97,1
13128,2416.51,1.0,127,3
20203,3290.12,7.2,132,0
23497,3550.06,1.6,105,2
23282,2358.06,11.3,164,0
21810,1797.14,1.4,93,2
911,2285.78,8.3,178,0
7095,1863.12,4.9,85,1
2355,2564.18,6.6,177,0
3205,2429.63,11.5,102,1
14025,1888.87,2.3,162,3
23990,3609.55,8.7,131,0
22476,1708.65,4.2,94,2
28211,2176.52,10.1,167,0
25740,3681.79,7.4,154,0
18302,1664.02,0.0,88,2
29438,2063.36,3.8,61,2
7179,2728.35,11.2,135,0
3809,3925.6,5.3,67,1
16578,3520.18,8.0,112,2
14397,2184.49,8.6,70,2
22648,3726.06,6.7,113,2
13050,2577.96,1.8,150,3
1298,2675.47,9.3,122,1
1706,3290.35,3.7,170,3
3615,3781.5,7.4,143,0
2961,2924.02,6.6,103,1
2121,3948.26,9.2,135,0
5888,2031.89,3.6,76,1
19516,3730.43,2.3,99,2
3013,3634.94,9.5,77,1
15951,3913.3,5.2,132,3
11409,3867.38,3.4,108,1
14384,3169.52,4.6,136,3
2048,3257.63,3.6,83,1
26752,3417.72,9.7,100,2
1091,3487.38,1.7,74,1
3636,1735.96,6.0,124,1
5873,3667.4,11.0,123,0
22039,1500.93,1.6,132,3
26012,3227.12,4.3,106,2
27964,2881.62,8.6,148,0
12832,2084.64,11.8,72,1
20896,2926.7,7.7,66,2
10834,1809.7,4.0,136,3
10062,3313.12,4.9,122,1
21421,1535.39,1.5,107,3
193,3373.5,2.9,141,1
12490,2304.06,1.8,165,3
22775,2370.62,8.5,87,2
21973,2658.82,3.2,161,3
25775,3212.19,11.4,176,0
26975,3228.1,8.8,166,0
2469,3062.16,6.4,141,1
5701,1773.4,11.1,107,0
717,1866.65,1.7,130,1
6431,3438.73,6.6,125,1
24858,2726.67,9.2,114,2
15781,1941.24,10.9,72,2
11406,3600.68,6.3,136,0
20413,1853.87,2.0,167,3
2367,3187.56,4.0,150,3
11735,1708.94,1.1,162,3
3381,3622.38,3.1,138,3
6370,2365.19,9.5,83,1
19068,3996.3,7.0,118,2
12540,3522.01,1.0,178,3
20136,2763.8,9.7,66,2
15539,3044.28,4.6,165,3
28604,1984.85,11.5,173,0
28776,3729.89,8.5,62,2
23216,1885.52,7.1,100,2
22897,1715.34,9.2,107,2
15403,3120.72,1.6,60,1
21469,1706.11,5.3,134,3
18639,3313.21,5.0,94,2
3179,1765.75,9.1,78,1
6158,2161.74,8.5,71,1
7445,3513.31,10.5,126,0
28168,2447.2,7.4,65,2
2078,2095.74,8.7,73,1
17235,1630.97,8.1,63,2
3365,1743.72,9.2,169,0
5444,2770.48,8.7,141,0
11401,2168.57,0.9,142,3
28937,2524.0,2.9,151,3
6695,3479.08,7.6,81,1
14056,3136.87,4.5,169,3
22746,3570.93,0.9,143,3
5192,1850.46,2.1,157,3
17893,3796.31,3.5,120,3
4770,2860.04,4.2,79,1
18010,1817.65,0.5,101,3
20281,2210.22,5.4,160,3
6896,3812.32,6.2,111,1
5766,2911.69,11.3,148,0
16689,3971.62,2.3,88,2
22198,2579.46,5.4,74,2
12719,1756.58,4.9,88,1
3288,2454.57,8.6,64,1
11787,2526.32,2.7,132,3
8966,3955.53,10.5,104,0
14657,2300.45,1.5,121,3
25037,2512.83,8.4,137,0
28148,2625.42,5.2,113,2
18532,1527.15,0.6,108,3
2338,3741.56,11.1,66,1
13248,1663.6,8.6,76,1
11189,2789.23,1.4,92,1
2352,2558.36,11.6,107,1
11498,3884.79,8.6,128,0
15289,2993.5,10.5,96,2
13338,2133.92,3.2,64,1
1327,3794.7,7.0,160,0
1167,3673.22,3.4,92,1
14416,2571.24,1.0,91,1
26878,2203.92,9.4,65,2
9000,3539.79,7.2,134,0
26670,3621.91,5.5,104,2
12477,3132.28,1.6,146,3
4428,3316.19,11.9,144,0
12192,3525.72,5.2,116,1
902,2760.26,10.9,162,0
17220,2859.12,0.0,150,3
14817,2407.94,1.6,63,1
26191,3765.75,11.6,157,0
1637,1713.02,6.2,148,0
20974,3022.34,7.4,122,2
2164,2240.04,2.4,60,1
12588,1766.87,6.0,175,0
12062,3864.33,9.6,179,0
7200,2658.5,6.5,84,1
20414,2509.3,2.1,111,3
11575,2763.03,2.1,128,3
14718,2635.05,9.0,127,0
6398,3947.52,8.9,68,1
12321,1585.01,3.2,77,1
7429,1791.69,8.6,77,1
8911,3605.32,2.5,67,1
12382,2525.52,11.0,127,0
21493,2212.61,8.9,99,2
27880,3189.64,5.8,74,2
27967,3965.77,2.8,70,2
6206,2344.2,6.7,79,1
22584,3813.68,2.9,79,2
21010,3371.2,11.6,160,0
16392,3896.06,10.5,148,0
283,3143.33,3.1,177,3
10811,2530.96,6.5,152,0
5656,3388.36,1.3,110,1
22447,2524.58,8.9,165,0
29605,3531.03,11.1,162,0
223,3951.4,1.4,166,3
8295,3657.39,6.7,112,1
27297,1904.97,2.3,86,2
2727,2448.35,4.2,109,1
3148,2979.12,11.5,81,1
7521,2743.12,6.7,119,1
7628,3744.01,1.2,62,1
22949,2526.71,7.2,70,2
16096,1793.24,2.8,125,3
29276,2109.15,1.7,81,2
6650,3437.89,10.7,98,1
26668,2953.82,11.9,119,2
5372,3631.92,3.7,85,1
23458,3982.73,1.8,158,3
6937,2990.41,7.7,149,0
26884,2161.39,10.1,156,0
19578,3541.87,7.1,135,0
26910,1569.57,5.4,150,3
17191,3847.27,4.6,148,3
24570,1747.91,8.7,79,2
26563,2796.27,2.9,172,3
24085,2349.5,1.5,134,3
2780,3625.99,8.1,62,1
6442,1545.01,1.0,115,1
8399,2128.15,2.4,150,3
27427,3366.49,7.1,137,2
16120,1914.61,0.0,109,3
7811,3964.9,7.7,128,0
7182,2579.67,8.6,163,0
24439,3039.26,2.1,97,2
21910,2454.19,2.7,92,2
1696,1993.97,2.6,109,1
7389,3573.73,6.8,93,1
15347,3632.98,0.5,166,3
27520,1822.07,1.3,115,3
12871,1561.94,7.0,84,1
18902,2067.9,6.6,80,2
18433,2490.25,3.9,66,2
21433,2780.97,7.4,60,2
6333,3893.75,5.1,131,1
20069,2855.46,9.1,138,0
1299,2638.23,6.7,155,0
10291,3930.25,8.2,95,1
14799,2091.88,10.0,141,0
5969,3747.48,11.7,171,0
14836,2653.81,0.1,151,3
18892,3681.13,10.4,62,2
3412,3420.06,10.9,67,1
596,2958.87,11.4,94,1
24824,2672.84,8.8,157,0
17778,2188.38,1.2,151,3
6523,1519.01,0.4,87,1
9069,2959.76,11.4,77,1
5773,3990.74,2.3,114,1
7830,3555.95,10.4,129,0
21176,3845.53,3.6,63,2
25934,2851.58,3.0,154,3
12478,2947.87,8.7,79,1
12627,3076.22,5.2,103,1
10443,2894.17,3.8,81,1
25039,1898.94,6.9,152,0
665,3504.16,3.5,127,1
9483,2808.48,11.5,126,0
12570,2113.46,2.4,70,1
21872,2254.49,8.2,160,0
5615,3589.27,3.0,84,1
3710,3809.53,8.3,142,0
6061,1521.78,5.8,114,1
25954,3437.85,0.9,134,3
26601,1647.15,2.2,159,3
9174,1651.54,8.4,73,1
29833,2942.64,11.0,149,0
10504,3750.63,5.5,142,3
14244,1717.89,3.3,67,1
20966,2199.51,4.7,107,2
26548,3315.52,4.9,109,2
11700,2328.65,6.3,137,0
24300,3844.31,7.2,142,0
2146,3059.5,8.6,105,1
17744,3621.02,8.5,91,2
26627,2700.07,8.9,62,2
27878,1511.12,5.2,127,2
29708,1872.32,7.4,77,2
5024,3654.43,0.1,109,1
6009,2720.24,2.7,142,3
28409,3170.04,0.4,154,3
8428,1635.59,8.9,166,0
6013,3298.21,8.5,159,0
18213,2712.48,8.2,162,0
13032,3978.29,8.8,149,0
19730,3629.58,4.3,163,3
1045,2805.21,10.4,131,0
11258,3397.17,7.3,74,1
14800,2434.27,9.8,69,2
5033,1921.25,4.9,73,1
15443,1890.88,10.0,177,0
8676,3940.74,11.1,105,0
6892,2914.79,3.3,140,3
18954,2459.12,0.4,113,3
13936,3424.89,9.7,82,2
11141,2567.15,11.5,86,1
23958,2451.32,3.3,174,3
19444,3094.75,5.3,73,2
10065,2526.04,11.5,80,1
651,2362.34,2.4,105,1
10085,3537.5,3.4,99,1
23144,1842.7,8.3,61,2
25451,3452.0,4.9,150,3
5329,2677.02,11.2,176,0
29869,2493.76,9.1,61,2
27272,3472.51,6.7,108,2
2264,3129.65,2.3,160,3
17015,3406.66,6.1,79,2
27419,2128.22,3.3,115,2
5263,3418.63,5.3,97,1
1697,2127.17,1.6,117,1
26445,2662.23,10.3,107,2
28832,2289.61,6.8,165,0
28327,2711.31,7.1,150,0
13037,3992.81,6.1,104,1
2836,1822.15,1.9,132,3
15410,3278.21,3.8,151,3
17083,2710.21,10.2,142,0
28784,3795.67,4.5,126,2
13146,3653.57,7.8,75,1
13217,1956.46,6.8,144,0
18038,2751.49,4.9,143,3
9913,2407.69,4.5,129,3
27840,3354.41,10.5,170,0
24968,3690.2,3.3,108,2
18992,3081.94,11.5,80,2
10484,3091.61,1.5,179,3
19615,2094.9,9.5,145,0
25408,2748.6,3.0,151,3
8465,3509.22,11.8,148,0
5382,2446.71,9.2,126,0
20955,3905.84,10.2,91,2
7375,2040.98,7.4,166,0
18400,3282.05,3.6,142,3
21236,2956.86,6.6,70,2
3320,3122.57,9.7,116,1
4027,1524.92,4.5,170,3
10276,1786.48,6.4,178,0
6934,3846.13,3.2,76,1
22125,3658.08,5.0,104,2
8047,3801.47,10.1,152,0
6083,3979.54,8.0,99,1
8047,3390.63,7.4,68,1
9755,2889.03,11.5,127,0
16534,2050.68,1.2,106,3
4821,2422.19,9.6,156,0
19495,2902.17,2.8,96,2
13380,3327.78,4.1,139,3
11037,2791.23,4.2,89,1
20973,3285.82,3.6,93,2
22752,3558.76,9.1,158,0
